Date,AAPL,MSFT,XOM,BP
2017-11-03,172.5,84.13999938964844,83.18000030517578,40.560001373291016
2017-11-06,174.25,84.47000122070312,83.75,41.40999984741211
2017-11-07,174.80999755859375,84.2699966430664,83.58000183105469,41.47999954223633
2017-11-08,176.24000549316406,84.55999755859375,83.47000122070312,41.400001525878906
2017-11-09,175.8800048828125,84.08999633789062,83.97000122070312,40.720001220703125
2017-11-10,174.6699981689453,83.87000274658203,82.94000244140625,40.29999923706055
2017-11-13,173.97000122070312,83.93000030517578,82.88999938964844,39.880001068115234
2017-11-14,171.33999633789062,84.05000305175781,82.23999786376953,39.61000061035156
2017-11-15,169.0800018310547,82.9800033569336,81.20999908447266,39.09000015258789
2017-11-16,171.10000610351562,83.19999694824219,80.55999755859375,38.77000045776367
2017-11-17,170.14999389648438,82.4000015258789,80.23999786376953,39.09000015258789
2017-11-20,169.97999572753906,82.52999877929688,80.55000305175781,39.0
2017-11-21,173.13999938964844,83.72000122070312,80.87000274658203,39.130001068115234
2017-11-22,174.9600067138672,83.11000061035156,81.0999984741211,39.779998779296875
2017-11-24,174.97000122070312,83.26000213623047,81.41999816894531,40.04999923706055
2017-11-27,174.08999633789062,83.87000274658203,81.11000061035156,39.5099983215332
2017-11-28,173.07000732421875,84.87999725341797,81.66999816894531,39.900001525878906
2017-11-29,169.47999572753906,83.33999633789062,82.2699966430664,39.709999084472656
2017-11-30,171.85000610351562,84.16999816894531,83.29000091552734,40.06999969482422
2017-12-01,171.0500030517578,84.26000213623047,83.45999908447266,39.95000076293945
2017-12-04,169.8000030517578,81.08000183105469,83.56999969482422,39.90999984741211
2017-12-05,169.63999938964844,81.58999633789062,82.88999938964844,39.72999954223633
2017-12-06,169.00999450683594,82.77999877929688,82.27999877929688,39.58000183105469
2017-12-07,169.32000732421875,82.48999786376953,82.55000305175781,39.310001373291016
2017-12-08,169.3699951171875,84.16000366210938,82.66000366210938,39.63999938964844
2017-12-11,172.6699981689453,85.2300033569336,83.02999877929688,39.93000030517578
2017-12-12,171.6999969482422,85.58000183105469,82.76000213623047,40.65999984741211
2017-12-13,172.27000427246094,85.3499984741211,83.12000274658203,40.650001525878906
2017-12-14,172.22000122070312,84.69000244140625,82.9000015258789,40.630001068115234
2017-12-15,173.97000122070312,86.8499984741211,83.02999877929688,40.279998779296875
2017-12-18,176.4199981689453,86.37999725341797,82.94000244140625,40.84000015258789
2017-12-19,174.5399932861328,85.83000183105469,82.44000244140625,40.63999938964844
2017-12-20,174.35000610351562,85.5199966430664,82.87000274658203,40.95000076293945
2017-12-21,175.00999450683594,85.5,83.8499984741211,41.68000030517578
2017-12-22,175.00999450683594,85.51000213623047,83.97000122070312,41.290000915527344
2017-12-26,170.57000732421875,85.4000015258789,83.9800033569336,41.689998626708984
2017-12-27,170.60000610351562,85.70999908447266,83.9000015258789,41.720001220703125
2017-12-28,171.0800018310547,85.72000122070312,84.0199966430664,41.869998931884766
2017-12-29,169.22999572753906,85.54000091552734,83.63999938964844,42.029998779296875
2018-01-02,172.25999450683594,85.94999694824219,85.02999877929688,42.380001068115234
2018-01-03,172.22999572753906,86.3499984741211,86.69999694824219,42.869998931884766
2018-01-04,173.02999877929688,87.11000061035156,86.81999969482422,43.040000915527344
2018-01-05,175.0,88.19000244140625,86.75,43.099998474121094
2018-01-08,174.35000610351562,88.27999877929688,87.13999938964844,43.08000183105469
2018-01-09,174.3300018310547,88.22000122070312,86.7699966430664,42.869998931884766
2018-01-10,174.2899932861328,87.81999969482422,86.08000183105469,42.900001525878906
2018-01-11,175.27999877929688,88.08000183105469,86.93000030517578,43.27000045776367
2018-01-12,177.08999633789062,89.5999984741211,87.5199966430664,43.90999984741211
2018-01-16,176.19000244140625,88.3499984741211,86.97000122070312,42.459999084472656
2018-01-17,179.10000610351562,90.13999938964844,88.0,42.880001068115234
2018-01-18,179.25999450683594,90.0999984741211,87.43000030517578,42.900001525878906
2018-01-19,178.4600067138672,90.0,87.1500015258789,42.400001525878906
2018-01-22,177.0,91.61000061035156,88.25,43.38999938964844
2018-01-23,177.0399932861328,91.9000015258789,88.30000305175781,43.2400016784668
2018-01-24,174.22000122070312,91.81999969482422,88.52999877929688,43.939998626708984
2018-01-25,171.11000061035156,92.33000183105469,88.37000274658203,43.7400016784668
2018-01-26,171.50999450683594,94.05999755859375,89.0,43.810001373291016
2018-01-29,167.9600067138672,93.91999816894531,88.01000213623047,43.349998474121094
2018-01-30,166.97000122070312,92.73999786376953,86.77999877929688,42.810001373291016
2018-01-31,167.42999267578125,95.01000213623047,87.30000305175781,42.790000915527344
2018-02-01,167.77999877929688,94.26000213623047,89.06999969482422,43.36000061035156
2018-02-02,160.5,91.77999877929688,84.52999877929688,41.15999984741211
2018-02-05,156.49000549316406,88.0,79.72000122070312,39.779998779296875
2018-02-06,163.02999877929688,91.33000183105469,78.3499984741211,40.56999969482422
2018-02-07,159.5399932861328,89.61000061035156,76.94000244140625,40.0
